Name,Description,Range,Increment,Value,Read_only
ATC_RAT_RLL_SMAX,"Sets an upper limit on the slew rate produced by the combined P and D gains. If the amplitude of the control action produced by the rate feedback exceeds this value, then the D+P gain is reduced to respect the limit. This limits the amplitude of high frequency oscillations caused by an excessive gain. The limit should be set to no more than 25% of the actuators maximum slew rate to allow for load effects. Note: The gain will not be reduced to less than 10% of the nominal value. A value of zero will disable this feature.",0 200,0.5,,
ATC_RAT_PIT_P,Pitch axis rate controller P gain.  Converts the difference between desired pitch rate and actual pitch rate into a motor speed output,0.01 0.50,0.005,,
ATC_RAT_PIT_I,Pitch axis rate controller I gain.  Corrects long-term difference in desired pitch rate vs actual pitch rate,0.01 2.0,0.01,,
ATC_RAT_PIT_IMAX,Pitch axis rate controller I gain maximum.  Constrains the maximum motor output that the I gain will output,0 1,0.01,,
ATC_RAT_PIT_D,Pitch axis rate controller D gain.  Compensates for short-term change in desired pitch rate vs actual pitch rate,0.0 0.05,0.001,,
ATC_RAT_PIT_FF,Pitch axis rate controller feed forward,0 0.5,0.001,,
ATC_RAT_PIT_FLTT,Pitch axis rate controller target frequency in Hz,5 100,1,,
ATC_RAT_PIT_FLTE,Pitch axis rate controller error frequency in Hz,0 100,1,,
ATC_RAT_PIT_FLTD,Pitch axis rate controller derivative frequency in Hz,5 100,1,,
ATC_RAT_PIT_SMAX,"Sets an upper limit on the slew rate produced by the combined P and D gains. If the amplitude of the control action produced by the rate feedback exceeds this value, then the D+P gain is reduced to respect the limit. This limits the amplitude of high frequency oscillations caused by an excessive gain. The limit should be set to no more than 25% of the actuators maximum slew rate to allow for load effects. Note: The gain will not be reduced to less than 10% of the nominal value. A value of zero will disable this feature.",0 200,0.5,,
ATC_RAT_YAW_P,Yaw axis rate controller P gain.  Converts the difference between desired yaw rate and actual yaw rate into a motor speed output,0.10 2.50,0.005,,
ATC_RAT_YAW_I,Yaw axis rate controller I gain.  Corrects long-term difference in desired yaw rate vs actual yaw rate,0.010 1.0,0.01,,
ATC_RAT_YAW_IMAX,Yaw axis rate controller I gain maximum.  Constrains the maximum motor output that the I gain will output,0 1,0.01,,
ATC_RAT_YAW_D,Yaw axis rate controller D gain.  Compensates for short-term change in desired yaw rate vs actual yaw rate,0.000 0.02,0.001,,
ATC_RAT_YAW_FF,Yaw axis rate controller feed forward,0 0.5,0.001,,
ATC_RAT_YAW_FLTT,Yaw axis rate controller target frequency in Hz,1 50,1,,
ATC_RAT_YAW_FLTE,Yaw axis rate controller error frequency in Hz,0 20,1,,
ATC_RAT_YAW_FLTD,Yaw axis rate controller derivative frequency in Hz,5 50,1,,
ATC_RAT_YAW_SMAX,"Sets an upper limit on the slew rate produced by the combined P and D gains. If the amplitude of the control action produced by the rate feedback exceeds this value, then the D+P gain is reduced to respect the limit. This limits the amplitude of high frequency oscillations caused by an excessive gain. The limit should be set to no more than 25% of the actuators maximum slew rate to allow for load effects. Note: The gain will not be reduced to less than 10% of the nominal value. A value of zero will disable this feature.",0 200,0.5,,
ATC_THR_MIX_MIN,Throttle vs attitude control prioritisation used when landing (higher values mean we prioritise attitude control over throttle),0.1 0.25,,,
ATC_THR_MIX_MAX,Throttle vs attitude control prioritisation used during active flight (higher values mean we prioritise attitude control over throttle),0.5 0.9,,,
ATC_THR_MIX_MAN,Throttle vs attitude control prioritisation used during manual flight (higher values mean we prioritise attitude control over throttle),0.1 0.9,,,
ATC_HOVR_ROL_TRM,Trim the hover roll angle to counter tail rotor thrust in a hover,0 1000,10,,
ATC_RAT_RLL_P,Roll axis rate controller P gain.  Converts the difference between desired roll rate and actual roll rate into a motor speed output,0.0 0.35,0.005,,
ATC_RAT_RLL_I,Roll axis rate controller I gain.  Corrects long-term difference in desired roll rate vs actual roll rate,0.0 0.6,0.01,,
ATC_RAT_RLL_IMAX,Roll axis rate controller I gain maximum.  Constrains the maximum motor output that the I gain will output,0 1,0.01,,
ATC_RAT_RLL_ILMI,Point below which I-term will not leak down,0 1,,,
ATC_RAT_RLL_D,Roll axis rate controller D gain.  Compensates for short-term change in desired roll rate vs actual roll rate,0.0 0.03,0.001,,
ATC_RAT_RLL_FF,Roll axis rate controller feed forward,0.05 0.5,0.001,,
ATC_RAT_RLL_FLTT,Roll axis rate controller target frequency in Hz,5 50,1,,
ATC_RAT_RLL_FLTE,Roll axis rate controller error frequency in Hz,5 50,1,,
ATC_RAT_RLL_FLTD,Roll axis rate controller derivative frequency in Hz,0 50,1,,
ATC_RAT_RLL_SMAX,"Sets an upper limit on the slew rate produced by the combined P and D gains. If the amplitude of the control action produced by the rate feedback exceeds this value, then the D+P gain is reduced to respect the limit. This limits the amplitude of high frequency oscillations caused by an excessive gain. The limit should be set to no more than 25% of the actuators maximum slew rate to allow for load effects. Note: The gain will not be reduced to less than 10% of the nominal value. A value of zero will disable this feature.",0 200,0.5,,
ATC_RAT_PIT_P,Pitch axis rate controller P gain.  Converts the difference between desired pitch rate and actual pitch rate into a motor speed output,0.0 0.35,0.005,,
ATC_RAT_PIT_I,Pitch axis rate controller I gain.  Corrects long-term difference in desired pitch rate vs actual pitch rate,0.0 0.6,0.01,,
ATC_RAT_PIT_IMAX,Pitch axis rate controller I gain maximum.  Constrains the maximum motor output that the I gain will output,0 1,0.01,,
ATC_RAT_PIT_ILMI,Point below which I-term will not leak down,0 1,,,
ATC_RAT_PIT_D,Pitch axis rate controller D gain.  Compensates for short-term change in desired pitch rate vs actual pitch rate,0.0 0.03,0.001,,
ATC_RAT_PIT_FF,Pitch axis rate controller feed forward,0.05 0.5,0.001,,
ATC_RAT_PIT_FLTT,Pitch axis rate controller target frequency in Hz,5 50,1,,
ATC_RAT_PIT_FLTE,Pitch axis rate controller error frequency in Hz,5 50,1,,
ATC_RAT_PIT_FLTD,Pitch axis rate controller derivative frequency in Hz,0 50,1,,
ATC_RAT_PIT_SMAX,"Sets an upper limit on the slew rate produced by the combined P and D gains. If the amplitude of the control action produced by the rate feedback exceeds this value, then the D+P gain is reduced to respect the limit. This limits the amplitude of high frequency oscillations caused by an excessive gain. The limit should be set to no more than 25% of the actuators maximum slew rate to allow for load effects. Note: The gain will not be reduced to less than 10% of the nominal value. A value of zero will disable this feature.",0 200,0.5,,
ATC_RAT_YAW_P,Yaw axis rate controller P gain.  Converts the difference between desired yaw rate and actual yaw rate into a motor speed output,0.180 0.60,0.005,,
ATC_RAT_YAW_I,Yaw axis rate controller I gain.  Corrects long-term difference in desired yaw rate vs actual yaw rate,0.01 0.2,0.01,,
ATC_RAT_YAW_IMAX,Yaw axis rate controller I gain maximum.  Constrains the maximum motor output that the I gain will output,0 1,0.01,,
ATC_RAT_YAW_ILMI,Point below which I-term will not leak down,0 1,,,
ATC_RAT_YAW_D,Yaw axis rate controller D gain.  Compensates for short-term change in desired yaw rate vs actual yaw rate,0.000 0.02,0.001,,
ATC_RAT_YAW_FF,Yaw axis rate controller feed forward,0 0.5,0.001,,
ATC_RAT_YAW_FLTT,Yaw axis rate controller target frequency in Hz,5 50,1,,
ATC_RAT_YAW_FLTE,Yaw axis rate controller error frequency in Hz,5 50,1,,
ATC_RAT_YAW_FLTD,Yaw axis rate controller derivative frequency in Hz,0 50,1,,
ATC_RAT_YAW_SMAX,"Sets an upper limit on the slew rate produced by the combined P and D gains. If the amplitude of the control action produced by the rate feedback exceeds this value, then the D+P gain is reduced to respect the limit. This limits the amplitude of high frequency oscillations caused by an excessive gain. The limit should be set to no more than 25% of the actuators maximum slew rate to allow for load effects. Note: The gain will not be reduced to less than 10% of the nominal value. A value of zero will disable this feature.",0 200,0.5,,
ATC_PIRO_COMP,Pirouette compensation enabled,,,0|1|,
AUTOTUNE_AXES,1-byte bitmap of axes to autotune,,,,
AUTOTUNE_AGGR,Autotune aggressiveness. Defines the bounce back used to detect size of the D term.,0.05 0.10,,,
AUTOTUNE_MIN_D,Defines the minimum D gain,0.001 0.006,,,
AUTOTUNE_AXES,1-byte bitmap of axes to autotune,,,,
AUTOTUNE_SEQ,"2-byte bitmask to select what tuning should be performed.  Max gain automatically performed if Rate D is selected. Values: 7:All,1:VFF Only,2:Rate D/Rate P Only(incl max gain),4:Angle P Only,8:Max Gain Only,3:VFF and Rate D/Rate P(incl max gain),5:VFF and Angle P,6:Rate D/Rate P(incl max gain) and angle P",,,,
AUTOTUNE_FRQ_MIN,Defines the start frequency for sweeps and dwells,10 30,,,
AUTOTUNE_FRQ_MAX,Defines the end frequency for sweeps and dwells,50 120,,,
AUTOTUNE_GN_MAX,Defines the response gain (output/input) to tune,1 2.5,,,
AUTOTUNE_VELXY_P,"Velocity xy P gain used to hold position during Max Gain, Rate P, and Rate D frequency sweeps",0 1,,,
AVD_ENABLE,Enable Avoidance using ADSB,,,0|1|,
AVD_F_ACTION,Specifies aircraft behaviour when a collision is imminent,,,0|1|2|3|4|5|6|,
AVD_W_ACTION,Specifies aircraft behaviour when a collision may occur,,,0|1|,
AVD_F_RCVRY,Determines what the aircraft will do after a fail event is resolved,,,0|1|2|3|,
AVD_OBS_MAX,Maximum number of obstacles to track,,,,
AVD_W_TIME,Aircraft velocity vectors are multiplied by this time to determine closest approach.  If this results in an approach closer than W_DIST_XY or W_DIST_Z then W_ACTION is undertaken (assuming F_ACTION is not undertaken),,,,
AVD_F_TIME,Aircraft velocity vectors are multiplied by this time to determine closest approach.  If this results in an approach closer than F_DIST_XY or F_DIST_Z then F_ACTION is undertaken,,,,
AVD_W_DIST_XY,Closest allowed projected distance before W_ACTION is undertaken,,,,
AVD_F_DIST_XY,Closest allowed projected distance before F_ACTION is undertaken,,,,
AVD_W_DIST_Z,Closest allowed projected distance before BEHAVIOUR_W is undertaken,,,,
AVD_F_DIST_Z,Closest allowed projected distance before BEHAVIOUR_F is undertaken,,,,
AVD_F_ALT_MIN,"Minimum AMSL (above mean sea level) altitude for ADS-B avoidance. If the vehicle is below this altitude, no avoidance action will take place. Useful to prevent ADS-B avoidance from activating while below the tree line or around structures. Default of 0 is no minimum.",,,,
AVOID_ENABLE,Enabled/disable avoidance input sources,,,,
AVOID_ANGLE_MAX,Max lean angle used to avoid obstacles while in non-GPS modes,0 4500,10,,
AVOID_DIST_MAX,Distance from object at which obstacle avoidance will begin in non-GPS modes,1 30,,,
AVOID_MARGIN,Vehicle will attempt to stay at least this distance (in meters) from objects while in GPS modes,1 10,,,
AVOID_BEHAVE,Avoidance behaviour (slide or stop),,,0|1|,
AVOID_BACKUP_SPD,Maximum speed that will be used to back away from obstacles in GPS modes (m/s). Set zero to disable,0 2,,,
AVOID_ALT_MIN,Minimum altitude above which proximity based avoidance will start working. This requires a valid downward facing rangefinder reading to work. Set zero to disable,0 6,,,
AVOID_ACCEL_MAX,Maximum acceleration with which obstacles will be avoided with. Set zero to disable acceleration limits,0 9,,,
AVOID_BACKUP_DZ,"Distance beyond AVOID_MARGIN parameter, after which vehicle will backaway from obstacles. Increase this parameter if you see vehicle going back and forth in front of obstacle.",0 2,,,
BARO1_GND_PRESS,calibrated ground pressure in Pascals,,1,,True
BARO_GND_TEMP,User provided ambient ground temperature in degrees Celsius. This is used to improve the calculation of the altitude the vehicle is at. This parameter is not persistent and will be reset to 0 every time the vehicle is rebooted. A value of 0 means use the internal measurement ambient temperature.,,1,,
BARO_ALT_OFFSET,altitude offset in meters added to barometric altitude. This is used to allow for automatic adjustment of the base barometric altitude by a ground station equipped with a barometer. The value is added to the barometric altitude read by the aircraft. It is automatically reset to 0 when the barometer is calibrated on each reboot or when a preflight calibration is performed.,,0.1,,
BARO_PRIMARY,This selects which barometer will be the primary if multiple barometers are found,,,0|1|2|,
BARO_EXT_BUS,This selects the bus number for looking for an I2C barometer. When set to -1 it will probe all external i2c buses based on the GND_PROBE_EXT parameter.,,,-1|0|1|,
BARO_SPEC_GRAV,This sets the specific gravity of the fluid when flying an underwater ROV.,,,1.0|1.024|,
BARO2_GND_PRESS,calibrated ground pressure in Pascals,,1,,True
BARO3_GND_PRESS,calibrated ground pressure in Pascals,,1,,True
BARO_FLTR_RNG,This sets the range around the average value that new samples must be within to be accepted. This can help reduce the impact of noise on sensors that are on long I2C cables. The value is a percentage from the average value. A value of zero disables this filter.,0 100,1,,
BARO_PROBE_EXT,"This sets which types of external i2c barometer to look for. It is a bitmask of barometer types. The I2C buses to probe is based on GND_EXT_BUS. If BARO_EXT_BUS is -1 then it will probe all external buses, otherwise it will probe just the bus number given in GND_EXT_BUS.",,,,
