Name,Description,Range,Increment,Value,Read_only
ADSB_LIST_ALT,ADSB vehicle list altitude filter. Vehicles detected above this altitude will be completely ignored. They will not show up in the SRx_ADSB stream to the GCS and will not be considered in any avoidance calculations. A value of 0 will disable this filter.,0 32767,,,
ADSB_ICAO_SPECL,ICAO_ID of special vehicle that ignores ADSB_LIST_RADIUS and ADSB_LIST_ALT. The vehicle is always tracked. Use 0 to disable.,,,,
ADSB_LOG,"0: no logging, 1: log only special ID, 2:log all",,,0|1|2|,
ADSB_OPTIONS,,,,,
AFS_ENABLE,This enables the advanced failsafe system. If this is set to zero (disable) then all the other AFS options have no effect,,,,
AFS_MAN_PIN,This sets a digital output pin to set high when in manual mode,,,,
AFS_HB_PIN,"This sets a digital output pin which is cycled at 10Hz when termination is not activated. Note that if a FS_TERM_PIN is set then the heartbeat pin will continue to cycle at 10Hz when termination is activated, to allow the termination board to distinguish between autopilot crash and termination.",,,-1|49|50|51|52|53|54|55|57|113|116|,
AFS_WP_COMMS,Waypoint number to navigate to on comms loss,,,,
AFS_WP_GPS_LOSS,Waypoint number to navigate to on GPS lock loss,,,,
AFS_TERMINATE,Can be set in flight to force termination of the heartbeat signal,,,,
AFS_TERM_ACTION,"This can be used to force an action on flight termination. Normally this is handled by an external failsafe board, but you can setup ArduPilot to handle it here. Please consult the wiki for more information on the possible values of the parameter",,,,
AFS_TERM_PIN,This sets a digital output pin to set high on flight termination,,,-1|49|50|51|52|53|54|55|57|113|116|,
AFS_AMSL_LIMIT,"This sets the AMSL (above mean sea level) altitude limit. If the pressure altitude determined by QNH exceeds this limit then flight termination will be forced. Note that this limit is in meters, whereas pressure altitude limits are often quoted in feet. A value of zero disables the pressure altitude limit.",,,,
AFS_AMSL_ERR_GPS,"This sets margin for error in GPS derived altitude limit. This error margin is only used if the barometer has failed. If the barometer fails then the GPS will be used to enforce the AMSL_LIMIT, but this margin will be subtracted from the AMSL_LIMIT first, to ensure that even with the given amount of GPS altitude error the pressure altitude is not breached. OBC users should set this to comply with their D2 safety case. A value of -1 will mean that barometer failure will lead to immediate termination.",,,,
AFS_QNH_PRESSURE,This sets the QNH pressure in millibars to be used for pressure altitude in the altitude limit. A value of zero disables the altitude limit.,,,,
AFS_MAX_GPS_LOSS,Maximum number of GPS loss events before the aircraft stops returning to mission on GPS recovery. Use zero to allow for any number of GPS loss events.,,,,
AFS_MAX_COM_LOSS,Maximum number of comms loss events before the aircraft stops returning to mission on comms recovery. Use zero to allow for any number of comms loss events.,,,,
AFS_GEOFENCE,This enables the geofence part of the AFS. Will only be in effect if AFS_ENABLE is also 1,,,,
AFS_RC,This enables the RC part of the AFS. Will only be in effect if AFS_ENABLE is also 1,,,,
AFS_RC_MAN_ONLY,"If this parameter is set to 1, then an RC loss will only cause the plane to terminate in manual control modes. If it is 0, then the plane will terminate in any flight mode.",,,,
AFS_DUAL_LOSS,"This enables the dual loss termination part of the AFS system. If this parameter is 1 and both GPS and the ground control station fail simultaneously, this will be considered a ""dual loss"" and cause termination.",,,,
AFS_RC_FAIL_TIME,This is the time in seconds in manual mode that failsafe termination will activate if RC input is lost. For the OBC rules this should be (1.5). Use 0 to disable.,,,,
AFS_MAX_RANGE,This is the maximum range of the vehicle in kilometers from first arming. If the vehicle goes beyond this range then the TERM_ACTION is performed. A value of zero disables this feature.,,,,
AHRS_GPS_GAIN,This controls how much to use the GPS to correct the attitude. This should never be set to zero for a plane as it would result in the plane losing control in turns. For a plane please use the default value of 1.0.,0.0 1.0,.01,,
AHRS_GPS_USE,"This controls whether to use dead-reckoning or GPS based navigation. If set to 0 then the GPS won't be used for navigation, and only dead reckoning will be used. A value of zero should never be used for normal flight. Currently this affects only the DCM-based AHRS: the EKF uses GPS according to its own parameters. A value of 2 means to use GPS for height as well as position - both in DCM estimation and when determining altitude-above-home.",,,0|1|2|,
AHRS_YAW_P,This controls the weight the compass or GPS has on the heading. A higher value means the heading will track the yaw source (GPS or compass) more rapidly.,0.1 0.4,.01,,
AHRS_RP_P,This controls how fast the accelerometers correct the attitude,0.1 0.4,.01,,
AHRS_WIND_MAX,This sets the maximum allowable difference between ground speed and airspeed. This allows the plane to cope with a failing airspeed sensor. A value of zero means to use the airspeed as is. See ARSPD_OPTIONS and ARSPD_MAX_WIND to disable airspeed sensors.,0 127,1,,
AHRS_TRIM_X,Compensates for the roll angle difference between the control board and the frame. Positive values make the vehicle roll right.,-0.1745 +0.1745,0.01,,
AHRS_TRIM_Y,Compensates for the pitch angle difference between the control board and the frame. Positive values make the vehicle pitch up/back.,-0.1745 +0.1745,0.01,,
AHRS_TRIM_Z,Not Used,-0.1745 +0.1745,0.01,,
AHRS_ORIENTATION,Overall board orientation relative to the standard orientation for the board type. This rotates the IMU and compass readings to allow the board to be oriented in your vehicle at any 90 or 45 degree angle. The label for each option is specified in the order of rotations for that orientation. This option takes affect on next boot. After changing you will need to re-level your vehicle.,,,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|42|43|100|101|102|,
AHRS_COMP_BETA,This controls the time constant for the cross-over frequency used to fuse AHRS (airspeed and heading) and GPS data to estimate ground velocity. Time constant is 0.1/beta. A larger time constant will use GPS data less and a small time constant will use air data less.,0.001 0.5,.01,,
AHRS_GPS_MINSATS,"Minimum number of satellites visible to use GPS for velocity based corrections attitude correction. This defaults to 6, which is about the point at which the velocity numbers from a GPS become too unreliable for accurate correction of the accelerometers.",0 10,1,,
AHRS_EKF_TYPE,This controls which NavEKF Kalman filter version is used for attitude and position estimation,,,0|2|3|11|,
AHRS_CUSTOM_ROLL,"Autopilot mounting position roll offset. Positive values = roll right, negative values = roll left. This parameter is only used when AHRS_ORIENTATION is set to CUSTOM.",-180 180,1,,
AHRS_CUSTOM_PIT,"Autopilot mounting position pitch offset. Positive values = pitch up, negative values = pitch down. This parameter is only used when AHRS_ORIENTATION is set to CUSTOM.",-180 180,1,,
AHRS_CUSTOM_YAW,"Autopilot mounting position yaw offset. Positive values = yaw right, negative values = yaw left. This parameter is only used when AHRS_ORIENTATION is set to CUSTOM.",-180 180,1,,
ARMING_REQUIRE,"Arming disabled until some requirements are met. If 0, there are no requirements (arm immediately).  If 1, require rudder stick or GCS arming before arming motors and sends the minimum throttle PWM value to the throttle channel when disarmed.  If 2, require rudder stick or GCS arming and send 0 PWM to throttle channel when disarmed. See the ARMING_CHECK_* parameters to see what checks are done before arming. Note, if setting this parameter to 0 a reboot is required to arm the plane.  Also note, even with this parameter at 0, if ARMING_CHECK parameter is not also zero the plane may fail to arm throttle at boot due to a pre-arm check failure.",,,0|1|2|,
ARMING_ACCTHRESH,Accelerometer error threshold used to determine inconsistent accelerometers. Compares this error range to other accelerometers to detect a hardware or calibration error. Lower value means tighter check and harder to pass arming check. Not all accelerometers are created equal.,0.25 3.0,,,
ARMING_RUDDER,"Allow arm/disarm by rudder input. When enabled arming can be done with right rudder, disarming with left rudder. Rudder arming only works in manual throttle modes with throttle at zero +- deadzone (RCx_DZ)",,,0|1|2|,
ARMING_MIS_ITEMS,Bitmask of mission items that are required to be planned in order to arm the aircraft,,,,
ARMING_CHECK,"Checks prior to arming motor. This is a bitmask of checks that will be performed before allowing arming. For most users it is recommended to leave this at the default of 1 (all checks enabled). You can select whatever checks you prefer by adding together the values of each check type to set this parameter. For example, to only allow arming when you have GPS lock and no RC failsafe you would set ARMING_CHECK to 72.",,,,
ARSPD_TYPE,Type of airspeed sensor,,,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,
ARSPD_DEVID,"Airspeed sensor ID, taking into account its type, bus and instance",,,,True
ARSPD_USE,Enables airspeed use for automatic throttle modes and replaces control from THR_TRIM. Continues to display and log airspeed if set to 0. Uses airspeed for control if set to 1. Only uses airspeed when throttle = 0 if set to 2 (useful for gliders with airspeed sensors behind propellers).,,,0|1|2|,
ARSPD_OFFSET,Airspeed calibration offset,,0.1,,
ARSPD_RATIO,Calibrates pitot tube pressure to velocity. Increasing this value will indicate a higher airspeed at any given dynamic pressure.,,0.1,,
ARSPD_PIN,The pin number that the airspeed sensor is connected to for analog sensors. Set to 15 on the Pixhawk for the analog airspeed port. ,,,,
ARSPD_AUTOCAL,Enables automatic adjustment of ARSPD_RATIO during a calibration flight based on estimation of ground speed and true airspeed. New ratio saved every 2 minutes if change is > 5%. Should not be left enabled.,,,,
