Name,Description,Range,Default
EKF2_ARSP_THR,A value of zero will deactivate airspeed fusion. Any other positive value will determine the minimum airspeed which will still be fused. Set to about 90% of the vehicles stall speed. Both airspeed fusion and sideslip fusion must be active for the EKF to continue navigating after loss of GPS. Use EKF2_FUSE_BETA to activate sideslip fusion.,min:0.0,0.0
EKF2_ASPD_MAX,Upper limit on airspeed along individual axes used to correct baro for position error effects,5.0 50.0,20.0
EKF2_ASP_DELAY,Airspeed measurement delay relative to IMU measurements,0 300,100
EKF2_AVEL_DELAY,Auxillary Velocity Estimate (e.g from a landing target) delay relative to IMU measurements,0 300,5
EKF2_BARO_DELAY,Barometer measurement delay relative to IMU measurements,0 300,0
EKF2_BARO_GATE,Sets the number of standard deviations used by the innovation consistency test.,min:1.0,5.0
EKF2_BARO_NOISE,Measurement noise for barometric altitude,0.01 15.0,3.5
EKF2_BCOEF_X,This parameter controls the prediction of drag produced by bluff body drag along the forward/reverse axis when flying a multi-copter which enables estimation of wind drift when enabled by the EKF2_AID_MASK parameter. The EKF2_BCOEF_X paraemter should be set initially to the ratio of mass / projected frontal area and adjusted together with EKF2_MCOEF to minimise variance of the X-axis drag specific force innovation sequence. The drag produced by this effect scales with speed squared. Set this parameter to zero to turn off the bluff body drag model for this axis. The predicted drag from the rotors is specified separately by the EKF2_MCOEF parameter.,0.0 200.0,100.0
EKF2_BCOEF_Y,"This parameter controls the prediction of drag produced by bluff body drag along the right/left axis when flying a multi-copter, which enables estimation of wind drift when enabled by the EKF2_AID_MASK parameter. The EKF2_BCOEF_Y paraemter should be set initially to the ratio of mass / projected side area and adjusted together with EKF2_MCOEF to minimise variance of the Y-axis drag specific force innovation sequence. The drag produced by this effect scales with speed squared. et this parameter to zero to turn off the bluff body drag model for this axis. The predicted drag from the rotors is specified separately by the EKF2_MCOEF parameter.",0.0 200.0,100.0
EKF2_BETA_GATE,Sets the number of standard deviations used by the innovation consistency test.,min:1.0,5.0
EKF2_BETA_NOISE,Noise for synthetic sideslip fusion,0.1 1.0,0.3
EKF2_DECL_TYPE,"Set bits in the following positions to enable functions. 0 : Set to true to use the declination from the geo_lookup library when the GPS position becomes available, set to false to always use the EKF2_MAG_DECL value. 1 : Set to true to save the EKF2_MAG_DECL parameter to the value returned by the EKF when the vehicle disarms. 2 : Set to true to always use the declination as an observation when 3-axis magnetometer fusion is being used.",0 7,7
EKF2_DRAG_NOISE,Increasing this makes the multi-rotor wind estimates adjust more slowly.,0.5 10.0,2.5
EKF2_EAS_NOISE,Measurement noise for airspeed fusion,0.5 5.0,1.4
EKF2_EVA_NOISE,Measurement noise for vision angle observations used to lower bound or replace the uncertainty included in the message,min:0.05,0.05
EKF2_EVP_GATE,Sets the number of standard deviations used by the innovation consistency test.,min:1.0,5.0
EKF2_EVP_NOISE,Measurement noise for vision position observations used to lower bound or replace the uncertainty included in the message,min:0.01,0.1
EKF2_EVV_GATE,Sets the number of standard deviations used by the innovation consistency test.,min:1.0,3.0
EKF2_EVV_NOISE,Measurement noise for vision velocity observations used to lower bound or replace the uncertainty included in the message,min:0.01,0.1
EKF2_EV_DELAY,Vision Position Estimator delay relative to IMU measurements,0 300,175
EKF2_EV_NOISE_MD,"If set to true the observation noise is set from the parameters directly, if set to false the measurement noise is taken from the vision message and the parameter are used as a lower bound.",,0
EKF2_EV_POS_X,X position of VI sensor focal point in body frame (forward axis with origin relative to vehicle centre of gravity),,0.0
EKF2_EV_POS_Y,Y position of VI sensor focal point in body frame (right axis with origin relative to vehicle centre of gravity),,0.0
EKF2_EV_POS_Z,Z position of VI sensor focal point in body frame (down axis with origin relative to vehicle centre of gravity),,0.0
EKF2_FUSE_BETA,A value of 1 indicates that fusion is active Both  sideslip fusion and airspeed fusion must be active for the EKF to continue navigating after loss of GPS. Use EKF2_ARSP_THR to activate airspeed fusion.,,0
EKF2_GBIAS_INIT,1-sigma IMU gyro switch-on bias,0.0 0.2,0.1
EKF2_GND_EFF_DZ,Sets the value of deadzone applied to negative baro innovations. Deadzone is enabled when EKF2_GND_EFF_DZ > 0.,0.0 10.0,4.0
EKF2_GND_MAX_HGT,Sets the maximum distance to the ground level where negative baro innovations are expected.,0.0 5.0,0.5
EKF2_GPS_CHECK,Set bits to 1 to enable checks. Checks enabled by the following bit positions 0 : Minimum required sat count set by EKF2_REQ_NSATS 1 : Maximum allowed PDOP set by EKF2_REQ_PDOP 2 : Maximum allowed horizontal position error set by EKF2_REQ_EPH 3 : Maximum allowed vertical position error set by EKF2_REQ_EPV 4 : Maximum allowed speed error set by EKF2_REQ_SACC 5 : Maximum allowed horizontal position rate set by EKF2_REQ_HDRIFT. This check will only run when the vehicle is on ground and stationary. 6 : Maximum allowed vertical position rate set by EKF2_REQ_VDRIFT. This check will only run when the vehicle is on ground and stationary. 7 : Maximum allowed horizontal speed set by EKF2_REQ_HDRIFT. This check will only run when the vehicle is on ground and stationary. 8 : Maximum allowed vertical velocity discrepancy set by EKF2_REQ_VDRIFT,0 511,245
EKF2_GPS_DELAY,GPS measurement delay relative to IMU measurements,0 300,110
EKF2_GPS_POS_X,X position of GPS antenna in body frame (forward axis with origin relative to vehicle centre of gravity),,0.0
EKF2_GPS_POS_Y,Y position of GPS antenna in body frame (right axis with origin relative to vehicle centre of gravity),,0.0
EKF2_GPS_POS_Z,Z position of GPS antenna in body frame (down axis with origin relative to vehicle centre of gravity),,0.0
EKF2_GPS_P_GATE,Sets the number of standard deviations used by the innovation consistency test.,min:1.0,5.0
EKF2_GPS_P_NOISE,Measurement noise for gps position,0.01 10.0,0.5
EKF2_GPS_V_GATE,Sets the number of standard deviations used by the innovation consistency test.,min:1.0,5.0
EKF2_GPS_V_NOISE,Measurement noise for gps horizontal velocity,0.01 5.0,0.3
EKF2_GSF_TAS,"If no airspeed measurements are avalable, the EKF-GSF AHRS calculation will assume this value of true airspeed when compensating for centripetal acceleration during turns. Set to zero to disable centripetal acceleration compensation during fixed wing flight modes.",0.0 100.0,15.0
EKF2_GYR_B_NOISE,Process noise for IMU rate gyro bias prediction,0.0 0.01,1.0e-3
EKF2_GYR_NOISE,Rate gyro noise for covariance prediction,0.0001 0.1,1.5e-2
EKF2_HDG_GATE,Sets the number of standard deviations used by the innovation consistency test.,min:1.0,2.6
EKF2_HEAD_NOISE,Measurement noise for magnetic heading fusion,0.01 1.0,0.3
EKF2_HGT_MODE,The range sensor option should only be used when for operation over a flat surface as the local NED origin will move up and down with ground level.,,0
EKF2_IMU_POS_X,X position of IMU in body frame (forward axis with origin relative to vehicle centre of gravity),,0.0
EKF2_IMU_POS_Y,Y position of IMU in body frame (right axis with origin relative to vehicle centre of gravity),,0.0
EKF2_IMU_POS_Z,Z position of IMU in body frame (down axis with origin relative to vehicle centre of gravity),,0.0
EKF2_MAG_ACCLIM,"This parameter is used when the magnetometer fusion method is set automatically (EKF2_MAG_TYPE = 0). If the filtered horizontal acceleration is greater than this parameter value, then the EKF will use 3-axis magnetomer fusion.",0.0 5.0,0.5
EKF2_MAG_B_NOISE,Process noise for body magnetic field prediction,0.0 0.1,1.0e-4
EKF2_MAG_CHECK,"When set, the EKF checks the strength of the magnetic field to decide whether the magnetometer data is valid. If GPS data is received, the magnetic field is compared to a World Magnetic Model (WMM), otherwise an average value is used. This check is useful to reject occasional hard iron disturbance.",,1
EKF2_MAG_DECL,Magnetic declination,,0
EKF2_MAG_DELAY,Magnetometer measurement delay relative to IMU measurements,0 300,0
EKF2_MAG_E_NOISE,Process noise for earth magnetic field prediction,0.0 0.1,1.0e-3
EKF2_MAG_GATE,Sets the number of standard deviations used by the innovation consistency test.,min:1.0,3.0
EKF2_MAG_NOISE,Measurement noise for magnetometer 3-axis fusion,0.001 1.0,5.0e-2
EKF2_MAG_TYPE,"Integer controlling the type of magnetometer fusion used - magnetic heading or 3-component vector. The fuson of magnetomer data as a three component vector enables vehicle body fixed hard iron errors to be learned, but requires a stable earth field. If set to 'Automatic' magnetic heading fusion is used when on-ground and 3-axis magnetic field fusion in-flight with fallback to magnetic heading fusion if there is insufficient motion to make yaw or magnetic field states observable. If set to 'Magnetic heading' magnetic heading fusion is used at all times If set to '3-axis' 3-axis field fusion is used at all times. If set to 'VTOL custom' the behaviour is the same as 'Automatic', but if fusing airspeed, magnetometer fusion is only allowed to modify the magnetic field states. This can be used by VTOL platforms with large magnetic field disturbances to prevent incorrect bias states being learned during forward flight operation which can adversely affect estimation accuracy after transition to hovering flight. If set to 'MC custom' the behaviour is the same as 'Automatic, but if there are no earth frame position or velocity observations being used, the magnetometer will not be used. This enables vehicles to operate with no GPS in environments where the magnetic field cannot be used to provide a heading reference. Prior to flight, the yaw angle is assumed to be constant if movement tests indicate that the vehicle is static. This allows the vehicle to be placed on the ground to learn the yaw gyro bias prior to flight. If set to 'None' the magnetometer will not be used under any circumstance. If no external source of yaw is available, it is possible to use post-takeoff horizontal movement combined with GPS velocity measurements to align the yaw angle with the timer required (depending on the amount of movement and GPS data quality). Other external sources of yaw may be used if selected via the EKF2_AID_MASK parameter.",,0
EKF2_MAG_YAWLIM,"This parameter is used when the magnetometer fusion method is set automatically (EKF2_MAG_TYPE = 0). If the filtered yaw rate is greater than this parameter value, then the EKF will use 3-axis magnetomer fusion.",0.0 1.0,0.25
EKF2_MCOEF,"This parameter controls the prediction of drag produced by the propellers when flying a multi-copter, which enables estimation of wind drift when enabled by the EKF2_AID_MASK parameter. The drag produced by this effect scales with speed not speed squared and is produced because some of the air velocity normal to the propeller axis of rotation is lost when passing through the rotor disc. This  changes the momentum of the flow which creates a drag reaction force. When comparing un-ducted propellers of the same diameter, the effect is roughly proportional to the area of the propeller blades when viewed side on and changes with propeller selection. Momentum drag is significantly higher for ducted rotors. For example, if flying at 10 m/s at sea level conditions produces a rotor induced drag deceleration of 1.5 m/s/s when the multi-copter levelled to zero roll/pitch, then EKF2_MCOEF would be set to 0.15 = (1.5/10.0). Set EKF2_MCOEF to a positive value to enable wind estimation using this drag effect. To account for the drag produced by the body which scales with speed squared, see documentation for the EKF2_BCOEF_X and EKF2_BCOEF_Y parameters. The EKF2_MCOEF parameter should be adjusted together with EKF2_BCOEF_X and EKF2_BCOEF_Y to minimise variance of the X and y axis drag specific force innovation sequences.",0 1.0,0.15
